verdict	doc	line	kind	token	ref	note	context
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	515	translit	ʿam	Deut 26:19	16 cand	*ʿam qādôš* ("a holy people," 26:19)
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	515	translit	qādôš	Deut 26:19	18 cand	*ʿam qādôš* ("a holy people," 26:19)
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	519	translit	sĕgullâ	Deut 7:6	20 cand	the *sĕgullâ* / "holy people" language gathers up 7:6 and Exod 19:5–6
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	519	translit	sĕgullâ	Exod 19:5-6	20 cand	the *sĕgullâ* / "holy people" language gathers up 7:6 and Exod 19:5–6
CROSS-TESTAMENT	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	523	translit	sĕgullâ	1Pet 2:9		the church is God's *sĕgullâ* in Christ (1 Pet 2:9)
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	556	translit	ʾāmēn	Deut 27:15-26	85 cand	*ʾāmēn* ("Amen," 27:15–26)
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	598	translit	Mûl	Deut 30:6	148 cand	**Vocabulary.** *Mûl lēbāb* ("circumcise the heart," 30:6)
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	598	translit	lēbāb	Deut 30:6	69 cand	**Vocabulary.** *Mûl lēbāb* ("circumcise the heart," 30:6)
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	598	translit	Šûb	Deut 30:1-3	66 cand	*Šûb* ("return/restore," 30:1–3, 8–10
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	598	translit	Qārôb…	Deut 30:14	30 cand	*Qārôb… haddābār* ("the word is very near," 30:14)
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	598	translit	haddābār	Deut 30:14	57 cand	*Qārôb… haddābār* ("the word is very near," 30:14)
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	598	translit	Bāḥar	Deut 30:19	54 cand	*Bāḥar baḥayyîm* ("choose life," 30:19)
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	598	translit	baḥayyîm	Deut 30:19	35 cand	*Bāḥar baḥayyîm* ("choose life," 30:19)
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	640	translit	Ṣûr	Deut 32:4	59 cand	**Vocabulary.** *Ṣûr* ("Rock," 32:4, 15, 18, 30–31
CONFIRMED-OFFSET	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	640	translit	Yĕšurûn	Deut 32:15	Deut 31:1	*Yĕšurûn* ("Jeshurun," the "upright one," an ironic name for faithless Israel, 32:15
WEAK	Torah/Deuteronomy/dig-deeper-deuteronomy-book-sweep.md	640	translit	ʿēd	Deut 31:19	21 cand	*ʿēd* ("witness," 31:19, 26
CONFIRMED-OFFSET	Torah/Exodus/book-overview-exodus.md	45	translit	pānîm	Exod 33:14	Exod 33:16	the LXX resolves *pānîm* to *autos* at 33:14, breaking the face/presence hinge
WEAK	Torah/Exodus/book-overview-exodus.md	106	translit	Yārad	Exod 3:8	75 cand	- ***Yārad*, "come down":** *"I have **come down** to deliver"* (3:8), planted at the bush → *"the LORD will **come down**… upon Mount Sinai"* (19:11), *"the LORD **descended** upon it in fire"* (19:18), *"the LORD **came down** upon Mount Sinai"* (19:20)
WEAK	Torah/Exodus/book-overview-exodus.md	106	translit	Yārad	Exod 19:11	75 cand	- ***Yārad*, "come down":** *"I have **come down** to deliver"* (3:8), planted at the bush → *"the LORD will **come down**… upon Mount Sinai"* (19:11), *"the LORD **descended** upon it in fire"* (19:18), *"the LORD **came down** upon Mount Sinai"* (19:20)
WEAK	Torah/Exodus/book-overview-exodus.md	106	translit	Yārad	Exod 19:18	75 cand	- ***Yārad*, "come down":** *"I have **come down** to deliver"* (3:8), planted at the bush → *"the LORD will **come down**… upon Mount Sinai"* (19:11), *"the LORD **descended** upon it in fire"* (19:18), *"the LORD **came down** upon Mount Sinai"* (19:20)
WEAK	Torah/Exodus/book-overview-exodus.md	106	translit	Yārad	Exod 19:20	75 cand	- ***Yārad*, "come down":** *"I have **come down** to deliver"* (3:8), planted at the bush → *"the LORD will **come down**… upon Mount Sinai"* (19:11), *"the LORD **descended** upon it in fire"* (19:18), *"the LORD **came down** upon Mount Sinai"* (19:20)
WEAK	Torah/Exodus/book-overview-exodus.md	107	translit	Šākan	Exod 24:16	56 cand	- ***Šākan*, "dwell":** *"the glory of the LORD **abode** (*šākan*) upon Mount Sinai"* (24:16) → *"that I may **dwell** in their midst"* (25:8) → *"I will **dwell** among the people of Israel"* (29:45) → **40:35**, *"the cloud **abode** (*šākan*) thereon."*
WEAK	Torah/Exodus/book-overview-exodus.md	107	translit	Šākan	Exod 25:8	56 cand	- ***Šākan*, "dwell":** *"the glory of the LORD **abode** (*šākan*) upon Mount Sinai"* (24:16) → *"that I may **dwell** in their midst"* (25:8) → *"I will **dwell** among the people of Israel"* (29:45) → **40:35**, *"the cloud **abode** (*šākan*) thereon."*
WEAK	Torah/Exodus/book-overview-exodus.md	107	translit	Šākan	Exod 29:45	56 cand	- ***Šākan*, "dwell":** *"the glory of the LORD **abode** (*šākan*) upon Mount Sinai"* (24:16) → *"that I may **dwell** in their midst"* (25:8) → *"I will **dwell** among the people of Israel"* (29:45) → **40:35**, *"the cloud **abode** (*šākan*) thereon."*
WEAK	Torah/Exodus/book-overview-exodus.md	107	translit	Šākan	Exod 40:35	56 cand	- ***Šākan*, "dwell":** *"the glory of the LORD **abode** (*šākan*) upon Mount Sinai"* (24:16) → *"that I may **dwell** in their midst"* (25:8) → *"I will **dwell** among the people of Israel"* (29:45) → **40:35**, *"the cloud **abode** (*šākan*) thereon."*
WEAK	Torah/Exodus/book-overview-exodus.md	108	translit	šākan	Exod 40:35	56 cand	the verb *šākan* appears at **40:35**, and there **its subject is the cloud, not the glory.**
WEAK	Torah/Exodus/book-overview-exodus.md	114	translit	tôrâ	Exod 16:4	211 cand	the manna test is *"whether they will walk in my ***tôrâ***"* (16:4)
WEAK	Torah/Exodus/book-overview-exodus.md	149	translit	zākar	Exod 2:24	32 cand	and 2:24's *zākar*, "remembered", the verb of Gen 8:1**
WEAK	Torah/Exodus/book-overview-exodus.md	149	translit	zākar	Gen 8:1	32 cand	and 2:24's *zākar*, "remembered", the verb of Gen 8:1**
CROSS-TESTAMENT	Torah/Exodus/book-overview-exodus.md	149	grk	θῖβιν	Exod 2:3		θῖβιν at Exod 2:3 against κιβωτόν at Gen 6:14
CROSS-TESTAMENT	Torah/Exodus/book-overview-exodus.md	149	grk	κιβωτόν	Gen 6:14		θῖβιν at Exod 2:3 against κιβωτόν at Gen 6:14
WEAK	Torah/Exodus/book-overview-exodus.md	151	translit	rûaḥ	Exod 14:21	93 cand	the *rûaḥ* over the waters bringing forth dry ground (14:21 ← Gen 1:2, 9)
WEAK	Torah/Exodus/book-overview-exodus.md	151	translit	rûaḥ	Gen 1:2	93 cand	the *rûaḥ* over the waters bringing forth dry ground (14:21 ← Gen 1:2, 9)
CONFIRMED-OFFSET	Torah/Exodus/book-overview-exodus.md	152	translit	tannîn	Exod 4:3	Exod 4:1	the sign before Pharaoh uses *tannîn* (the chaos-dragon word), **not** the bush's *nāḥāš* (4:3)
WEAK	Torah/Exodus/book-overview-exodus.md	154	translit	ḥesed	Exod 34:6-7	15 cand	34:6–7, anticipated in the Decalogue's own jealous-God/*ḥesed* clause (20:5–6) and in the Name given at 3:14–15
WEAK	Torah/Exodus/book-overview-exodus.md	154	translit	ḥesed	Exod 20:5-6	15 cand	34:6–7, anticipated in the Decalogue's own jealous-God/*ḥesed* clause (20:5–6) and in the Name given at 3:14–15
FAILED	Torah/Exodus/book-overview-exodus.md	154	translit	ḥesed	Exod 3:14-15	15 cand	34:6–7, anticipated in the Decalogue's own jealous-God/*ḥesed* clause (20:5–6) and in the Name given at 3:14–15
WEAK	Torah/Exodus/book-overview-exodus.md	158	translit	miškān	Exod 25:8	85 cand	*miškān*/*šākan* (25:8
WEAK	Torah/Exodus/book-overview-exodus.md	158	translit	šākan	Exod 25:8	56 cand	*miškān*/*šākan* (25:8
WEAK	Torah/Exodus/book-overview-exodus.md	158	translit	kappōret	Exod 25:17-22	73 cand	*kappōret*, the atonement-lid that is also the speaking-place (25:17–22)
WEAK	Torah/Exodus/book-overview-exodus.md	158	translit	tabnît	Exod 25:9	85 cand	*tabnît*, the pattern shown on the mountain (25:9, 40
WEAK	Torah/Exodus/book-overview-exodus.md	159	translit	yĕšûʿâ	Exod 15:2	113 cand	"he has become my salvation" 15:2 (*yĕšûʿâ*) → Ps 118:14
WEAK	Torah/Exodus/book-overview-exodus.md	159	translit	yĕšûʿâ	Ps 118:14	113 cand	"he has become my salvation" 15:2 (*yĕšûʿâ*) → Ps 118:14
CROSS-TESTAMENT	Torah/Exodus/book-overview-exodus.md	159	translit	Yēšûaʿ	Matt 1:21		and the name *Yēšûaʿ* (Matt 1:21)
CROSS-TESTAMENT	Torah/Exodus/book-overview-exodus.md	159	translit	eskēnōsen	John 1:14		John 1:14 (*eskēnōsen* + "we have seen his glory")
WEAK	Torah/Exodus/book-overview-exodus.md	170	translit	gôy	Exod 19:6	38 cand	- **⭐ *Gôy* at 19:6 is pointed, and it alludes to Genesis 12:2.** The Research Assistant pass confirms what the 19:1–8 dig flagged for checking: *gôy* denotes a **political entity** where *ʿam* is a **kinship** term, and its use at 19:6 is *"an intentional all
WEAK	Torah/Exodus/book-overview-exodus.md	170	translit	gôy	Gen 12:2	38 cand	- **⭐ *Gôy* at 19:6 is pointed, and it alludes to Genesis 12:2.** The Research Assistant pass confirms what the 19:1–8 dig flagged for checking: *gôy* denotes a **political entity** where *ʿam* is a **kinship** term, and its use at 19:6 is *"an intentional all
FAILED	Torah/Exodus/book-overview-exodus.md	170	translit	gôy	Gen 19:1-8	38 cand	- **⭐ *Gôy* at 19:6 is pointed, and it alludes to Genesis 12:2.** The Research Assistant pass confirms what the 19:1–8 dig flagged for checking: *gôy* denotes a **political entity** where *ʿam* is a **kinship** term, and its use at 19:6 is *"an intentional all
FAILED	Torah/Exodus/book-overview-exodus.md	170	translit	gôy	Gen 19:6	38 cand	- **⭐ *Gôy* at 19:6 is pointed, and it alludes to Genesis 12:2.** The Research Assistant pass confirms what the 19:1–8 dig flagged for checking: *gôy* denotes a **political entity** where *ʿam* is a **kinship** term, and its use at 19:6 is *"an intentional all
WEAK	Torah/Exodus/book-overview-exodus.md	170	translit	gôy	Gen 12:2	38 cand	- **⭐ *Gôy* at 19:6 is pointed, and it alludes to Genesis 12:2.** The Research Assistant pass confirms what the 19:1–8 dig flagged for checking: *gôy* denotes a **political entity** where *ʿam* is a **kinship** term, and its use at 19:6 is *"an intentional all
CROSS-TESTAMENT	Torah/Exodus/book-overview-exodus.md	174	translit	yĕšûʿâ	1Cor 10:1-2		The Sea is read as baptism (1 Cor 10:1–2), and its Song confesses "he has become my *yĕšûʿâ*" (15:2)
CROSS-TESTAMENT	Torah/Exodus/book-overview-exodus.md	174	translit	yĕšûʿâ	1Cor 15:2		The Sea is read as baptism (1 Cor 10:1–2), and its Song confesses "he has become my *yĕšûʿâ*" (15:2)
WEAK	Torah/Exodus/book-overview-exodus.md	179	translit	tabnît	Exod 25:9	85 cand	it calls itself a copy of a *tabnît* shown on the mountain (25:9, 40)
CROSS-TESTAMENT	Torah/Exodus/book-overview-exodus.md	185	translit	hilastērion	Rom 3:25		The LXX calls it the *hilastērion*, and Paul calls Christ a *hilastērion* whom God put forward by his blood (Rom 3:25
WEAK	Torah/Exodus/book-overview-exodus.md	187	translit	ḥesed	Exod 20:5-6	15 cand	The formula is anticipated in the Decalogue's own jealous-God/*ḥesed* clause (20:5–6), and it becomes **the most re-used text within the OT** (Num 14:18
WEAK	Torah/Exodus/book-overview-exodus.md	187	translit	ḥesed	Num 14:18	15 cand	The formula is anticipated in the Decalogue's own jealous-God/*ḥesed* clause (20:5–6), and it becomes **the most re-used text within the OT** (Num 14:18
CROSS-TESTAMENT	Torah/Exodus/book-overview-exodus.md	190	grk	δεδόξασται	Exod 34:29-35		- **34:29–35 → 2 Corinthians 3:7–18**, and note *why*: the LXX renders *qāran* (34:29) as **δεδόξασται, "had been glorified"**
WEAK	Torah/Exodus/book-overview-exodus.md	239	translit	kābēd	Exod 8:11	66 cand	**The distribution is real but the shift is less clean than we have presented it.** Childs's tabulation: ***kābēd*** in the hiphil with **Pharaoh** as subject (8:11, 28
WEAK	Torah/Exodus/book-overview-exodus.md	239	translit	ḥāzaq	Exod 4:21	19 cand	***ḥāzaq*** typically piel with **Yahweh** (4:21
WEAK	Torah/Exodus/book-overview-exodus.md	367	translit	Yārad	Exod 3:8	75 cand	two interlocking chains, not one.** *Yārad*: *"I have come down"* (3:8) → Sinai (19:11, 18, 20), **and it stops there**
WEAK	Torah/Exodus/book-overview-exodus.md	367	translit	Yārad	Exod 19:11	75 cand	two interlocking chains, not one.** *Yārad*: *"I have come down"* (3:8) → Sinai (19:11, 18, 20), **and it stops there**
WEAK	Torah/Exodus/book-overview-exodus.md	367	translit	Šākan	Exod 24:16	56 cand	*Šākan*: the glory on Sinai (24:16) → *"that I may dwell in their midst"* (25:8) → 29:45 → **40:35, where the subject is the cloud** while the glory *fills* (40:34)
WEAK	Torah/Exodus/book-overview-exodus.md	367	translit	Šākan	Exod 25:8	56 cand	*Šākan*: the glory on Sinai (24:16) → *"that I may dwell in their midst"* (25:8) → 29:45 → **40:35, where the subject is the cloud** while the glory *fills* (40:34)
WEAK	Torah/Exodus/book-overview-exodus.md	367	translit	Šākan	Exod 29:45	56 cand	*Šākan*: the glory on Sinai (24:16) → *"that I may dwell in their midst"* (25:8) → 29:45 → **40:35, where the subject is the cloud** while the glory *fills* (40:34)
WEAK	Torah/Exodus/book-overview-exodus.md	367	translit	Šākan	Exod 40:35	56 cand	*Šākan*: the glory on Sinai (24:16) → *"that I may dwell in their midst"* (25:8) → 29:45 → **40:35, where the subject is the cloud** while the glory *fills* (40:34)
CONFIRMED-OFFSET	Torah/Exodus/book-overview-exodus.md	367	translit	Šākan	Exod 40:34	Exod 40:35	*Šākan*: the glory on Sinai (24:16) → *"that I may dwell in their midst"* (25:8) → 29:45 → **40:35, where the subject is the cloud** while the glory *fills* (40:34)
WEAK	Torah/Exodus/book-overview-exodus.md	370	translit	tôrâ	Exod 15:25	211 cand	and a statute at Marah (15:25), *tôrâ* at 16:4, Sabbath given and broken (16:23–30), Moses already teaching statutes (18:16, 20)
WEAK	Torah/Exodus/book-overview-exodus.md	370	translit	tôrâ	Exod 16:4	211 cand	and a statute at Marah (15:25), *tôrâ* at 16:4, Sabbath given and broken (16:23–30), Moses already teaching statutes (18:16, 20)
WEAK	Torah/Exodus/book-overview-exodus.md	370	translit	tôrâ	Exod 16:23-30	211 cand	and a statute at Marah (15:25), *tôrâ* at 16:4, Sabbath given and broken (16:23–30), Moses already teaching statutes (18:16, 20)
WEAK	Torah/Exodus/book-overview-exodus.md	370	translit	tôrâ	Exod 18:16	211 cand	and a statute at Marah (15:25), *tôrâ* at 16:4, Sabbath given and broken (16:23–30), Moses already teaching statutes (18:16, 20)
WEAK	Torah/Exodus/book-overview-exodus.md	373	translit	qĕšēh	Exod 34:9	22 cand	diagnosis *qĕšēh-ʿōrep* ×4, reversed at 34:9
WEAK	Torah/Exodus/book-overview-exodus.md	373	translit	ʿōrep	Exod 34:9	53 cand	diagnosis *qĕšēh-ʿōrep* ×4, reversed at 34:9
CONFIRMED-OFFSET	Torah/Exodus/book-overview-exodus.md	423	translit	nāḥāš	Exod 7:9	Exod 7:11	**De-creation strengthened, frame still `[I]`.** The *tannîn*/*nāḥāš* distinction (7:9) and the *rûaḥ*-over-the-waters crossing (14:21) are added as text-level hooks
WEAK	Torah/Exodus/book-overview-exodus.md	423	translit	rûaḥ	Exod 14:21	93 cand	**De-creation strengthened, frame still `[I]`.** The *tannîn*/*nāḥāš* distinction (7:9) and the *rûaḥ*-over-the-waters crossing (14:21) are added as text-level hooks
FAILED	Torah/Exodus/book-overview-exodus.md	466	translit	ḥannûn	Exod 40:34	18 cand	**Eight echo-table rows added**, including the altar frame, the altar promise fulfilled at 40:34, the exodus-as-motive, *ḥannûn* planted at 22:27, the angel promise-become-penalty, the parodied meal, and the six-days/seventh-day frame that becomes the seven sp
CONFIRMED-OFFSET	Torah/Exodus/book-overview-exodus.md	466	translit	ḥannûn	Exod 22:27	Exod 22:26	**Eight echo-table rows added**, including the altar frame, the altar promise fulfilled at 40:34, the exodus-as-motive, *ḥannûn* planted at 22:27, the angel promise-become-penalty, the parodied meal, and the six-days/seventh-day frame that becomes the seven sp
WEAK	Torah/Exodus/book-overview-exodus.md	498	translit	qānâ	Exod 15:16	23 cand	And ***qānâ* at 15:16 is "purchased", not "created"**
CROSS-TESTAMENT	Torah/Exodus/book-overview-exodus.md	500	grk	αὐξάνω	Gen 1:28		**Three versional gains.** **LXX Exodus 1:7 preserves the Genesis 1:28 link** (*αὐξάνω*, *πληθύνω* in both)
CROSS-TESTAMENT	Torah/Exodus/book-overview-exodus.md	500	grk	πληθύνω	Gen 1:28		**Three versional gains.** **LXX Exodus 1:7 preserves the Genesis 1:28 link** (*αὐξάνω*, *πληθύνω* in both)
CONFIRMED-OFFSET	Torah/Exodus/book-overview-exodus.md	508	translit	kābēd	Exod 9:12	Exod 9:11	Pharaoh has already hardened himself three times before God acts at 9:12, and *kābēd*, *ḥāzaq* and *qāšâ* each appear with both subjects
WEAK	Torah/Exodus/book-overview-exodus.md	508	translit	ḥāzaq	Exod 9:12	19 cand	Pharaoh has already hardened himself three times before God acts at 9:12, and *kābēd*, *ḥāzaq* and *qāšâ* each appear with both subjects
FAILED	Torah/Exodus/book-overview-exodus.md	508	translit	qāšâ	Exod 9:12	22 cand	Pharaoh has already hardened himself three times before God acts at 9:12, and *kābēd*, *ḥāzaq* and *qāšâ* each appear with both subjects
FAILED	Torah/Exodus/book-overview-exodus.md	512	translit	ʾāsôn	Exod 12:23	38 cand	**Five landmines discharged:** the destroyer (12:23), the 430 years (12:40), the aspect of 3:14, the *ʾāsôn* referent (21:22–23), and the Targumic reading of 4:24–26
FAILED	Torah/Exodus/book-overview-exodus.md	512	translit	ʾāsôn	Exod 12:40	38 cand	**Five landmines discharged:** the destroyer (12:23), the 430 years (12:40), the aspect of 3:14, the *ʾāsôn* referent (21:22–23), and the Targumic reading of 4:24–26
FAILED	Torah/Exodus/book-overview-exodus.md	512	translit	ʾāsôn	Exod 3:14	38 cand	**Five landmines discharged:** the destroyer (12:23), the 430 years (12:40), the aspect of 3:14, the *ʾāsôn* referent (21:22–23), and the Targumic reading of 4:24–26
WEAK	Torah/Exodus/book-overview-exodus.md	512	translit	ʾāsôn	Exod 21:22-23	38 cand	**Five landmines discharged:** the destroyer (12:23), the 430 years (12:40), the aspect of 3:14, the *ʾāsôn* referent (21:22–23), and the Targumic reading of 4:24–26
FAILED	Torah/Exodus/book-overview-exodus.md	512	translit	ʾāsôn	Exod 4:24-26	38 cand	**Five landmines discharged:** the destroyer (12:23), the 430 years (12:40), the aspect of 3:14, the *ʾāsôn* referent (21:22–23), and the Targumic reading of 4:24–26
WEAK	Torah/Exodus/book-overview-exodus.md	514	translit	pāraṣ	Exod 19:22	35 cand	*pāraṣ* at 19:22 → 2 Samuel 6 as deliberate (Perez-Uzzah preserves the verb)
WEAK	Torah/Exodus/book-overview-exodus.md	514	translit	gôy	Exod 19:6	38 cand	and *gôy* at 19:6 as an intentional allusion to Genesis 12:2.
WEAK	Torah/Exodus/book-overview-exodus.md	514	translit	gôy	Gen 12:2	38 cand	and *gôy* at 19:6 as an intentional allusion to Genesis 12:2.
WEAK	Torah/Exodus/book-overview-exodus.md	521	translit	Yārad	Exod 3:8	75 cand	it is two verb-chains, not one.** *Yārad* runs 3:8 → 19:11, 18, 20 **and stops at Sinai**
WEAK	Torah/Exodus/book-overview-exodus.md	521	translit	Yārad	Exod 19:11	75 cand	it is two verb-chains, not one.** *Yārad* runs 3:8 → 19:11, 18, 20 **and stops at Sinai**
WEAK	Torah/Exodus/book-overview-exodus.md	521	translit	šākan	Exod 24:16	56 cand	*šākan* runs 24:16 → 25:8 → 29:45 → **40:35**
WEAK	Torah/Exodus/book-overview-exodus.md	521	translit	šākan	Exod 25:8	56 cand	*šākan* runs 24:16 → 25:8 → 29:45 → **40:35**
WEAK	Torah/Exodus/book-overview-exodus.md	521	translit	šākan	Exod 29:45	56 cand	*šākan* runs 24:16 → 25:8 → 29:45 → **40:35**
WEAK	Torah/Exodus/book-overview-exodus.md	521	translit	šākan	Exod 40:35	56 cand	*šākan* runs 24:16 → 25:8 → 29:45 → **40:35**
WEAK	Torah/Exodus/book-overview-exodus.md	521	translit	šākan	Exod 40:35	56 cand	*šākan* is at 40:35 and its subject is the cloud.** This document previously said "a single verb" and cited 40:34 for *šākan*
CONFIRMED-OFFSET	Torah/Exodus/book-overview-exodus.md	521	translit	šākan	Exod 40:34	Exod 40:35	*šākan* is at 40:35 and its subject is the cloud.** This document previously said "a single verb" and cited 40:34 for *šākan*
WEAK	Torah/Exodus/book-overview-exodus.md	576	translit	Tēbâ	Exod 2:3	97 cand	**A "flood narrative" row added to the intertextual map.** *Tēbâ* at 2:3, 5
WEAK	Torah/Exodus/book-overview-exodus.md	576	translit	zākar	Exod 2:24	32 cand	together with *zākar* at 2:24, the verb of Gen 8:1
WEAK	Torah/Exodus/book-overview-exodus.md	576	translit	zākar	Gen 8:1	32 cand	together with *zākar* at 2:24, the verb of Gen 8:1
WEAK	Torah/Exodus/book-overview-exodus.md	585	translit	ʿānâ	Exod 1:11-12	97 cand	the affliction clause activated by its own verb (*ʿānâ*) at 1:11–12
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	56	translit	ʿānâ	Exod 1:11-12	97 cand	the word "afflict" (*ʿānâ*) at Exod 1:11–12 is the verb of Gen 15:13
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	56	translit	ʿānâ	Gen 15:13	97 cand	the word "afflict" (*ʿānâ*) at Exod 1:11–12 is the verb of Gen 15:13
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	166	translit	šāraṣ	Gen 1:20-21	115 cand	*šāraṣ* is the word used of the swarming water-creatures in Genesis 1:20–21 and of Noah's descendants in 9:7.** Alexander notes the four-verb succession is **a pattern unique to this verse** in the Hebrew Bible
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	166	translit	šāraṣ	Gen 9:7	115 cand	*šāraṣ* is the word used of the swarming water-creatures in Genesis 1:20–21 and of Noah's descendants in 9:7.** Alexander notes the four-verb succession is **a pattern unique to this verse** in the Hebrew Bible
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	192	translit	šāraṣ	Gen 1:20-21	115 cand	they multiplied greatly, increased in numbers and became so numerous"), losing the *šāraṣ* ("swarmed") flavour that ties the verse to Genesis 1:20–21 and 9:7
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	192	translit	šāraṣ	Gen 9:7	115 cand	they multiplied greatly, increased in numbers and became so numerous"), losing the *šāraṣ* ("swarmed") flavour that ties the verse to Genesis 1:20–21 and 9:7
FAILED	Torah/Exodus/dig-deeper-exodus-1-1to22.md	244	translit	wayyišrĕṣû	Gen 1:20-21	23 cand	*wayyišrĕṣû* → Gen 1:20–21
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	244	translit	ʿānâ	Gen 15:13	97 cand	*ʿānâ* + "serve" + "four hundred years" → Gen 15:13
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	262	translit	šāraṣ	Gen 1:28	115 cand	*Source context.* Genesis 1:28 is the creation mandate to humanity: "Be fruitful and multiply and fill the earth." Genesis 1:20–21 uses *šāraṣ* of the waters swarming with living creatures
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	262	translit	šāraṣ	Gen 1:20-21	115 cand	*Source context.* Genesis 1:28 is the creation mandate to humanity: "Be fruitful and multiply and fill the earth." Genesis 1:20–21 uses *šāraṣ* of the waters swarming with living creatures
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	262	translit	šāraṣ	Gen 9:1	115 cand	Genesis 9:1, 7 reissues the mandate to Noah after the flood, adding *šāraṣ* ("bring forth abundantly / swarm")
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	264	translit	rûaḥ	Exod 14:21	93 cand	the plagues as de-creation, the *rûaḥ* over the waters at 14:21, Sabbath at 16 and 20:11, the seven speeches of 25–31 and the finished/blessed tabernacle of 39–40
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	264	translit	rûaḥ	Exod 20:11	93 cand	the plagues as de-creation, the *rûaḥ* over the waters at 14:21, Sabbath at 16 and 20:11, the seven speeches of 25–31 and the finished/blessed tabernacle of 39–40
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	291	translit	ʿābad	Exod 1:13-14	63 cand	- *Planted → the service-thread.* The *ʿābad* root hammered at 1:13–14 becomes "let my people go, that they may **serve** me" (7:16 etc.) and is redefined as the Passover *ʿăbōdâ* (12:25–26)
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	291	translit	ʿăbōdâ	Exod 12:25-26	83 cand	- *Planted → the service-thread.* The *ʿābad* root hammered at 1:13–14 becomes "let my people go, that they may **serve** me" (7:16 etc.) and is redefined as the Passover *ʿăbōdâ* (12:25–26)
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	385	translit	šāraṣ	Gen 1:28	115 cand	three from Gen 1:28, *šāraṣ* from Gen 1:20–21 and 9:7
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	385	translit	šāraṣ	Gen 1:20-21	115 cand	three from Gen 1:28, *šāraṣ* from Gen 1:20–21 and 9:7
WEAK	Torah/Exodus/dig-deeper-exodus-1-1to22.md	385	translit	šāraṣ	Gen 9:7	115 cand	three from Gen 1:28, *šāraṣ* from Gen 1:20–21 and 9:7
FAILED	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	107	translit	`kî`	Exod 12:12	17 cand	- **12:12 "*For* (`kî`) I will pass through…"**
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	128	translit	pesaḥ	Exod 12:11	21 cand	- **pesaḥ (12:11, 13, 21, 23, 27, 43, 48).** The noun "Passover" and the verb *pāsaḥ*, "pass over / spare / protect." The dominant sense is "the LORD passes over [skips] the blood-marked houses"
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	128	translit	pāsaḥ	Isa 31:5	21 cand	Isa 31:5, where *pāsaḥ* parallels "protect, deliver")
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	129	translit	śeh…	Exod 12:3-5	23 cand	- **śeh… tāmîm (12:3–5).** The lamb "without blemish" (*tāmîm*)
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	129	translit	tāmîm	Exod 12:3-5	54 cand	- **śeh… tāmîm (12:3–5).** The lamb "without blemish" (*tāmîm*)
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	130	translit	dām	Exod 12:7	36 cand	- **dām, "blood" (12:7, 13, 22–23).** Applied to lintel and doorposts with hyssop (12:22)
WEAK	Torah/Exodus/dig-deeper-exodus-12-1to13-16.md	130	translit	dām	Exod 12:22	36 cand	- **dām, "blood" (12:7, 13, 22–23).** Applied to lintel and doorposts with hyssop (12:22)
